fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
7.9,0.69,0.21,2.1,0.08,33.0,122.0,0.9962,3.25,0.51,9.9,5.0,1.0,0.2682926829268293,14.327062228654126,0.265789140615112
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6.0,1.0,0.24,39.53488372093023,0.26312327325351925
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,0.9999999999999999,10.0,7.5,,0.21428571428571427,30.211480362537763,0.23607832245521454
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,6.0,1.0,0.2553191489361702,21.357285429141715,0.32495938007749037
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,7.0,2.0,0.5142857142857142,40.213523131672595,0.2597065316192702
8.2,0.24,0.34,3.6500000000000004,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6.0,1.0,0.34782608695652173,45.22821576763486,0.44506767467382036
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6.0,1.0,0.7272727272727273,20.939334637964773,0.3499416763872688
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,0.9999999999999999,12.4,7.0,2.0,0.6481481481481481,42.611683848797256,0.27157141093692144
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6.0,1.0,0.7272727272727273,20.939334637964773,0.3499416763872688
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,6.0,1.0,0.29411764705882354,12.382934443288242,0.2726859566732313
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,6.0,1.0,0.4,22.505307855626327,0.37494141540384307
8.2,0.24,0.34,3.6500000000000004,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6.0,1.0,0.34782608695652173,45.22821576763486,0.44506767467382036
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5.0,1.0,0.13333333333333333,17.68826619964974,0.201999798000202
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5.0,1.0,0.1875,29.906542056074766,0.21997800219978006
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5.0,1.0,0.42105263157894735,16.179001721170398,0.2580228995323335
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5.0,1.0,0.1875,29.906542056074766,0.21997800219978006
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7.0,2.0,0.5526315789473685,35.48387096774193,0.3424188467333242
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0,1.0,0.15,18.455743879472692,0.205101910011537
7.7,0.64,0.21,2.2,0.077,32.0,122.0,0.9956,3.27,0.45,9.9,5.0,1.0,0.2601626016260163,15.444617784711388,0.28567718478119725
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0,1.0,0.15,18.455743879472692,0.205101910011537
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5.0,1.0,0.4067796610169492,23.44139650872818,0.21330489268097588
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6.0,1.0,0.6964285714285714,21.072088724584102,0.29995714897871734
6.4,0.53,0.09,3.6500000000000004,0.11999999999999998,14.0,31.0,0.9968,3.5,0.67,11.0,4.0,0.0,0.4375,20.71563088512241,0.5702234025933448
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0,1.0,0.3333333333333333,36.7816091954023,0.16865437899048305
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0,1.0,0.3333333333333333,36.7816091954023,0.16865437899048305
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,6.0,1.0,0.3770491803278688,52.38095238095238,0.2337358784573432
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5.0,1.0,0.25,27.25060827250608,0.3289040915668991
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5.0,1.0,0.48214285714285715,17.160686427457097,0.24355851813870016
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5.0,1.0,0.5588235294117647,62.43093922651934,0.2784457663586888
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,5.0,1.0,0.375,25.304136253041364,0.2432103769760843
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,6.0,1.0,0.17333333333333334,22.96983758700696,0.2762794369161953
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,6.0,1.0,0.25,26.530612244897956,0.27114048466361634
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7.0,2.0,0.4230769230769231,25.187032418952615,0.2950336010490084
10.2,0.54,0.37,3.6500000000000004,0.11999999999999998,42.0,95.0,1.0011875,3.18,0.77,9.0,6.0,1.0,0.4375,16.635859519408502,0.3578080580335262
10.2,0.54,0.37,3.6500000000000004,0.11999999999999998,42.0,95.0,1.0011875,3.18,0.77,9.0,6.0,1.0,0.4375,16.635859519408502,0.3578080580335262
10.0,0.38,0.38,1.6,0.11999999999999998,27.0,90.0,0.99914,3.15,0.65,8.5,5.0,1.0,0.2967032967032967,22.30971128608924,0.15998400159984003
6.8,0.915,0.29,3.6500000000000004,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5.0,1.0,0.375,12.117903930131003,0.5366857815027203
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5.0,1.0,0.3333333333333333,17.428087986463623,0.24282245393515212
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,6.0,1.0,0.3333333333333333,16.49279682066572,0.30132858512532534
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7.0,2.0,0.5172413793103449,30.458221024258762,0.2777392028884877
7.4,0.785,0.19,3.6500000000000004,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6.0,1.0,0.1919191919191919,12.171331636980495,0.49317659775705985
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5.0,1.0,0.5806451612903226,15.530903328050714,0.2753224170410085
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,5.0,1.0,0.34782608695652173,20.137693631669535,0.25358643674829734
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6.0,1.0,0.3333333333333333,16.542473919523097,0.30132858512532534
7.4,0.785,0.19,3.6500000000000004,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6.0,1.0,0.1919191919191919,12.213740458015266,0.49317659775705985
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5.0,1.0,0.5806451612903226,15.530903328050714,0.2753224170410085
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5.0,1.0,0.55,14.456035767511175,0.27937068078223787
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,5.0,1.0,0.7272727272727273,16.695352839931154,0.2753224170410085
7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,7.5,,0.5,29.658792650918638,0.2777392028884877
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7.0,2.0,0.5172413793103449,30.458221024258762,0.2777392028884877
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,7.0,2.0,0.4444444444444444,34.26791277258567,0.34610947314446866
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,7.0,2.0,0.6851851851851852,19.965576592082616,0.30298439630359036
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5.0,1.0,0.313953488372093,18.329938900203665,0.2499671095908433
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6.0,1.0,0.2916666666666667,24.16851441241685,0.18801811810956331
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6.0,1.0,0.5,12.097669256381797,0.2461159821565913
6.0,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,6.0,1.0,0.4222222222222222,19.500924214417743,0.2999500083319447
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5.0,1.0,0.313953488372093,18.329938900203665,0.2499671095908433
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5.0,1.0,0.38095238095238093,36.08247422680412,0.20235686227830021
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7.0,2.0,0.4375,59.20398009950249,0.21516263764080493
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6.0,1.0,0.5230769230769231,24.70308788598575,0.35931885642868294
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,4.0,0.0,0.42857142857142855,12.72264631043257,0.3386550556361877
6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6.0,1.0,0.4375,16.224648985959437,0.33818556094691954
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6.0,1.0,0.35,17.11568938193344,0.34777568468337916
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5.0,1.0,0.6296296296296297,16.41285956006768,0.24996324069989706
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5.0,1.0,0.6296296296296297,16.41285956006768,0.24996324069989706
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7.0,2.0,0.5636363636363636,20.79002079002079,0.28763183125599234
6.7,1.0150000000000001,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4.0,0.0,0.5757575757575758,10.826771653543307,0.34323235338009245
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7.0,2.0,0.5636363636363636,20.79002079002079,0.28763183125599234
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3.5,,0.4,9.887869520897043,0.28763183125599234
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.925,0.47,9.7,5.0,1.0,0.32,14.037626628075254,0.13998600139986
6.7,0.7,0.08,3.6500000000000004,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5.0,1.0,0.47058823529411764,17.97432239657632,0.5446948216684077
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6.0,1.0,0.5111111111111111,31.623931623931625,0.34206025522957506
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5.0,1.0,0.30434782608695654,18.302828618968388,0.2950336010490084
9.9,0.5,0.5,3.6500000000000004,0.11999999999999998,42.0,82.0,1.0011875,3.16,0.75,8.8,5.0,1.0,0.5060240963855421,17.56487025948104,0.3686496313503687
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.9922475000000001,3.54,0.88,13.5,7.0,2.0,0.17777777777777778,28.662420382165607,0.415016034710432
9.9,0.5,0.5,3.6500000000000004,0.11999999999999998,42.0,82.0,1.0011875,3.16,0.75,8.8,5.0,1.0,0.5060240963855421,17.56487025948104,0.3686496313503687
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.9922475000000001,3.54,0.88,13.5,7.0,2.0,0.17777777777777778,28.662420382165607,0.415016034710432
7.1,0.875,0.05,3.6500000000000004,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,3.5,,0.2,11.643835616438356,0.5140121109702859
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5.0,1.0,0.43478260869565216,37.722419928825616,0.3658090476771126
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,4.0,0.0,0.42857142857142855,16.264090177133657,0.2678093197643278
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5.0,1.0,0.43478260869565216,37.722419928825616,0.3658090476771126
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,4.0,0.0,0.3,17.72805507745267,0.2916261630329121
8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,5.0,1.0,0.46153846153846156,32.3262839879154,0.18516232563881005
6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4.0,0.0,0.3333333333333333,11.964873765093303,0.2940744008234083
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5.0,1.0,0.3076923076923077,14.786585365853657,0.29995714897871734
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5.0,1.0,0.375,15.124816446402349,0.30877812086457873
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,5.0,1.0,0.5,16.536661466458657,0.31661389768371934
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.6849999999999996,0.58,11.4,5.0,1.0,0.35714285714285715,21.072088724584102,0.3035172290662382
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,6.0,1.0,0.3333333333333333,18.914185639229427,0.3386550556361877
7.1,0.22,0.49,1.8,0.04000000000000002,8.0,18.0,0.99344,3.39,0.56,12.4,6.0,1.0,0.42105263157894735,56.10859728506787,0.2534854245880862
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.6849999999999996,0.58,11.4,5.0,1.0,0.35714285714285715,21.072088724584102,0.3035172290662382
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,5.0,1.0,0.3157894736842105,18.35637480798771,0.2580228995323335
7.7,0.54,0.26,1.9,0.089,23.0,122.0,0.99636,3.26,0.59,9.7,5.0,1.0,0.18699186991869918,17.929759704251385,0.2467212050383067
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,7.0,2.0,0.5172413793103449,32.154340836012864,0.2187158256522418
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6.0,1.0,0.5172413793103449,24.593967517401392,0.2713898014569347
7.7,0.54,0.26,1.9,0.089,23.0,122.0,0.99636,3.26,0.59,9.7,5.0,1.0,0.18699186991869918,17.929759704251385,0.2467212050383067
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6.0,1.0,0.4117647058823529,15.519568151147098,0.33328503115490504
6.6,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,6.0,1.0,0.5,12.053571428571429,0.3484320557491289
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6.0,1.0,0.4117647058823529,15.519568151147098,0.33328503115490504
7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5.0,1.0,0.5,13.223140495867769,0.19997333688841487
7.8,0.82,0.29,3.6500000000000004,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,5.0,1.0,0.3230769230769231,11.449451887941535,0.46788873221381877
7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,5.0,1.0,0.2459016393442623,16.72354948805461,0.32872209286399123
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,6.0,1.0,0.4,24.94331065759637,0.40316078051927107
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0,1.0,0.38461538461538464,29.921259842519685,0.30662578322890277
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3.5,,0.46153846153846156,13.074901445466491,0.26861662438442024
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,6.0,1.0,0.4,13.316892725030826,0.2940744008234083
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0,1.0,0.38461538461538464,29.921259842519685,0.30662578322890277
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6.0,1.0,0.6538461538461539,39.11439114391143,0.2957329953527672
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5.0,1.0,0.3333333333333333,61.32596685082873,0.22781926338438171
6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6.0,1.0,0.5306122448979592,26.869806094182824,0.34369629745352287
7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,5.0,1.0,0.6785714285714286,14.182344428364692,0.2957329953527672
6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,6.0,1.0,0.6111111111111112,13.147914032869785,0.34369629745352287
6.4,0.56,0.15,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,6.0,1.0,0.25757575757575757,18.71657754010695,0.28120606155288236
6.9,0.84,0.21,3.6500000000000004,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6.0,1.0,0.24242424242424243,10.978993261989691,0.5289088537893059
6.9,0.84,0.21,3.6500000000000004,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,6.0,1.0,0.24242424242424243,10.998810939357908,0.5289088537893059
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5.0,1.0,0.3898305084745763,33.021806853582554,0.3769873791181773
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6.0,1.0,0.6444444444444445,19.397363465160076,0.3076449776957391
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,5.0,1.0,0.3333333333333333,22.29299363057325,0.29725712741521415
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,5.0,1.0,0.5,14.550641940085592,0.39387971519466747
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6.0,1.0,0.6444444444444445,19.397363465160076,0.3076449776957391
6.9,0.48,0.2,1.9,0.082,9.0,23.0,0.99585,3.39,0.43,9.05,4.0,0.0,0.375,18.814968814968818,0.2753224170410085
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5.0,1.0,0.3898305084745763,33.021806853582554,0.3769873791181773
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5.0,1.0,0.46774193548387094,21.621621621621625,0.2940744008234083
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6.0,1.0,0.4583333333333333,23.752969121140143,0.33327778703549404
6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,5.0,1.0,0.5142857142857142,20.166320166320165,0.3133860617818236
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6.0,1.0,0.46153846153846156,20.38216560509554,0.32348184090574916
7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6.0,1.0,0.6,20.338983050847457,0.23940290099985917
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,6.0,1.0,0.35,34.70790378006873,0.2784457663586888
7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6.0,1.0,0.7924528301886793,14.76121562952243,0.2957329953527672
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,6.0,1.0,0.47368421052631576,25.62358276643991,0.3332828359339494
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5.0,1.0,0.4482758620689655,14.44759206798867,0.4589411571873463
7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,6.0,1.0,0.782608695652174,18.64406779661017,0.2777392028884877
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,5.0,1.0,0.3764705882352941,23.017902813299234,0.2374703162104737
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7.0,2.0,0.43333333333333335,20.85561497326203,0.3635812755643084
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6.0,1.0,0.4166666666666667,17.6043557168784,0.3142408227396086
6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6.0,1.0,0.5217391304347826,19.397363465160076,0.31142435666284213
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,6.0,1.0,0.625,17.555938037865747,0.3517867061655248
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,5.0,1.0,0.5555555555555556,18.720748829953198,0.40316078051927107
7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,5.0,1.0,0.5573770491803278,25.319693094629155,0.24996528259963893
6.2,0.52,0.08,3.6500000000000004,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,6.0,1.0,0.3333333333333333,22.264875239923224,0.5886147395581358
7.4,0.25,0.29,2.2,0.054,19.0,49.0,0.99666,3.4,0.76,10.9,7.0,2.0,0.38,43.42629482071713,0.29725712741521415
6.7,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,6.0,1.0,0.7435897435897436,12.55841121495327,0.28353977018355464
11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,6.0,1.0,0.7,23.582766439909296,0.198180344113143
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7.0,2.0,0.6,30.188679245283016,0.27377693131770026
6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6.0,1.0,0.5517241379310345,16.00633914421553,0.2768804799261652
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5.0,1.0,0.6296296296296297,17.86339754816112,0.285673475217826
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5.0,1.0,0.4444444444444444,20.133111480865225,0.2539279479447707
11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5.0,1.0,0.37254901960784315,25.935162094763093,0.17855548611731098
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,7.5,,0.68,31.578947368421055,0.2432103769760843
7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,5.0,1.0,0.6296296296296297,13.95007342143906,0.3238980425292212
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5.0,1.0,0.6428571428571429,14.008941877794337,0.3238980425292212
6.3,0.68,0.01,3.6500000000000004,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6.0,1.0,0.5818181818181818,16.59324522760646,0.5792731312490081
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5.0,1.0,0.6206896551724138,12.771739130434783,0.30132858512532534
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6.0,1.0,0.625,12.850467289719626,0.3635812755643084
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7.0,2.0,0.6,18.805704099821746,0.24282245393515212
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5.0,1.0,0.5714285714285714,11.2372304199773,0.3332828359339494
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6.0,1.0,0.625,12.850467289719626,0.3635812755643084
6.9,0.63,0.33,3.6500000000000004,0.11999999999999998,42.0,115.0,0.99787,3.22,0.56,9.5,5.0,1.0,0.3620689655172414,15.055467511885896,0.5289088537893059
7.8,0.6,0.26,2.0,0.08,31.0,122.0,0.99622,3.21,0.52,9.9,5.0,1.0,0.25203252032520324,16.472545757071547,0.25637738751442124
7.8,0.6,0.26,2.0,0.08,31.0,122.0,0.99622,3.21,0.52,9.9,5.0,1.0,0.25203252032520324,16.472545757071547,0.25637738751442124
7.8,0.6,0.26,2.0,0.08,31.0,122.0,0.99622,3.21,0.52,9.9,5.0,1.0,0.25203252032520324,16.472545757071547,0.25637738751442124
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0,1.0,0.5714285714285714,14.511494252873563,0.2777392028884877
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0,1.0,0.5714285714285714,14.511494252873563,0.2777392028884877
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0,1.0,0.5714285714285714,14.511494252873563,0.2777392028884877
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6.0,1.0,0.6046511627906976,16.24441132637854,0.28353977018355464
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6.0,1.0,0.4528301886792453,69.56521739130434,0.3133860617818236
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0,1.0,0.5714285714285714,14.511494252873563,0.2777392028884877
7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5.0,1.0,0.5813953488372093,16.399286987522277,0.22853878017426082
6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6.0,1.0,0.42857142857142855,22.504892367906066,0.306402193194646
6.4,0.36,0.53,2.2,0.11999999999999998,19.0,35.0,0.9934,3.37,0.93,12.4,6.0,1.0,0.5277777777777778,34.34903047091413,0.34369629745352287
6.4,0.38,0.14,2.2,0.04000000000000002,15.0,25.0,0.99514,3.44,0.65,11.1,6.0,1.0,0.5769230769230769,29.133858267716533,0.34369629745352287
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5.0,1.0,0.3333333333333333,13.748191027496382,0.30132858512532534
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6.0,1.0,0.29411764705882354,21.514629948364888,0.3999333444425929
5.6,0.31,0.78,3.6500000000000004,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6.0,1.0,0.24731182795698925,33.762057877813504,0.6516693447598644
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6.0,1.0,0.5714285714285714,22.648752399232247,0.2932942274363418
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6.0,1.0,0.5333333333333333,35.88039867109635,0.19997500312460945
